IsTestSet	OBJECT	SAMPLE	IsHit	spotify_popularity	Artist	Track	Album_Name	Release_Date	ISRC	All_Time_Rank	Track_Score	Spotify_Streams	Spotify_Playlist_Count	Spotify_Playlist_Reach	YouTube_Views	YouTube_Likes	TikTok_Posts	TikTok_Likes	TikTok_Views	YouTube_Playlist_Reach	Apple_Music_Playlist_Count	AirPlay_Spins	SiriusXM_Spins	Deezer_Playlist_Count	Deezer_Playlist_Reach	Amazon_Playlist_Count	Pandora_Streams	Pandora_Track_Stations	Soundcloud_Streams	Shazam_Counts	TIDAL_Popularity	Explicit_Track	region	market_size	q_popularity	q_streams	q_track_score
False	obj1892	train	0	85	F. Nguyen	Parallel Lines	Prime Story	16.12.2025	MV202503228	2766	89,4	1,705,047	133,236	7,062,969	346,432	8,875	1,931,914	250,603	550,112	9,250,006	51	410,508	58092	186	1,313,709	123	29,675,609	64,612	9,333,200	1,722,538	17	1	Asia-Pacific	large	4	0	3
False	obj1893	train	0	93	A. Volkov	Echo Chamber	Standalone	29.05.2025	MV202503229	157	15,5	4,939,604	83,541	60,341,869	643,378	24,315	855,041	143,590	310,090	441,649	376	154,146	79731	33	7,299,821	86	8,366,567	15,817	25,718,320	4,378,260	9	0	Americas	large	4	2	0
False	obj1894	train	0	58	B. Carter	Desert Oracle 2025	Universe Zero	20.10.2025	MV202503231	707	57,4	17,669,661	186,956	61,070,576	13,294,522	242,622	1,010,904	1,870,042	4,532,728	11,342,769	152	243,283	80806	211	4,632,582	98	34,393,181	35,526	3,097,360	2,762,036	90	0	Asia-Pacific	large	2	4	1
False	obj1895	train	0	84	L. Nakamura	Crystal Fault 2025 3	Dark Matter	07.11.2025	MV202503242	3756	117,8	4,623,678	160,096	50,655,039	2,174,684	33,415	916,202	1,114,349	2,650,809	14,004,669	408	440,581	68827	161	7,531,871	34	35,567,468	73,126	24,972,197	1,924,161	74	1	Americas	small	4	2	4
False	obj1896	train	0	63	N. Fischer	Iron Garden 2025	New Dawn	13.12.2025	MV202503243	2716	89	10,290,610	84,001	53,902,769	3,573,657	177,444	1,683,581	1,363,580	3,791,335	15,024,477	124	445,905	65255	104	2,013,705	150	27,551,468	44,419	29,493,756	3,120,654	37	1	Europe	small	2	3	3
False	obj1897	train	0	38	E. Brooks	Paper Kingdom 2025 2	Chronicles Saga	19.11.2025	MV202503245	207	30,4	7,592,206	29,191	64,633,609	4,122,854	82,778	1,910,377	533,773	803,971	12,046,065	184	342,964	78582	215	3,481,035	175	7,178,904	16,040	18,139,234	334,166	73	1	Americas	small	0	3	0
False	obj1898	train	0	87	B. Carter	Deep Current	Dark Matter	09.04.2025	MV202503246	1024	99,7	29,605,565	100,846	58,252,507	18,023,515	850,660	256,579	4,027,531	15,438,185	7,949,949	107	353,938	97671	138	7,634,203	182	26,940,141	2,091	25,395,364	839,863	99	0	Asia-Pacific	large	4	4	4
False	obj1899	train	0	41	D. Rossi	Arctic Pulse 2025	Prime Story	10.01.2025	MV202503247	1386	56,5	14,510,615	198,423	68,623,816	11,515,019	532,505	1,035,803	3,419,724	12,034,731	19,959,045	211	287,318	23404	263	5,159,252	78	6,694,817	21,478	29,668,381	4,702,565	7	0	Latin America	medium	0	4	1
False	obj1900	train	0	84	G. Murphy	Hyperion Rise 2025	New Dawn	07.07.2025	MV202503249	2226	109,2	3,580,666	36,033	73,982,743	1,682,926	79,792	161,149	1,034,805	2,545,041	12,057,735	253	78,101	34181	13	4,619,240	186	8,388,838	66,725	23,049,619	4,865,294	53	0	Europe	medium	4	1	4
False	obj1901	train	0	93	P. Singh	Thunder Archive 2025 4	New Dawn	27.03.2025	MV202503259	3586	81,8	1,787,972	118,665	52,203,079	933,917	42,407	13,401	443,533	772,239	2,912,524	283	44,756	33782	47	3,318,551	191	18,802,725	37,984	1,112,646	3,422,829	82	1	Latin America	small	4	0	3
False	obj1902	train	0	37	N. Fischer	Echo Chamber 2	Standalone	13.01.2025	MV202503261	406	72,2	4,554,830	120,597	64,638,511	2,082,328	83,151	1,637,884	58,500	92,173	16,577,006	311	126,105	76517	209	8,256,786	64	4,627,505	4,578	10,429,817	3,423,726	61	1	Europe	small	0	2	2
False	obj1903	train	0	93	Q. Jensen	Jade Frequency	Universe Zero	18.04.2025	MV202503263	4709	97,1	4,034,468	120,421	61,391,661	2,192,252	50,170	1,047,958	585,386	1,440,199	4,598,763	384	386,092	22436	190	7,168,291	12	23,173,422	31,970	27,624,341	3,685,364	99	0	Americas	medium	4	1	3
False	obj1904	train	0	50	H. Andersson	Midnight Cartel 2025	Origin Arc	23.10.2025	MV202503264	611	45,1	1,507,652	69,471	3,488,465	541,928	5,701	74,073	377,680	601,027	11,175,006	461	277,444	79528	184	241,268	96	41,123,372	21,381	20,068,038	2,269,413	38	0	Asia-Pacific	large	1	0	1
False	obj1905	train	0	45	R. Silva	Quantum Rain 2025	Dark Matter	18.01.2025	MV202503265	1191	108,7	1,237,706	42,676	70,333,500	969,646	25,456	1,994,316	314,832	897,896	3,253,973	322	219,126	78912	68	4,985,295	175	29,991,309	78,442	11,939,299	3,666,862	60	1	Latin America	large	1	0	4
False	obj1906	train	0	93	H. Andersson	Ocean of Stars 2025	New Dawn	13.05.2025	MV202503267	1655	110,6	3,853,418	2,836	78,328,792	2,916,385	72,492	70,548	782,750	1,598,938	700,710	42	148,193	52432	28	4,494,265	145	22,571,578	77,465	26,480,417	639,770	27	1	Asia-Pacific	large	4	1	4
False	obj1907	train	0	53	Q. Jensen	Ember Valley 2025	Chronicles Saga	31.08.2025	MV202503277	3865	25,2	5,092,266	66,923	60,860,489	908,286	34,671	225,271	408,271	812,782	3,423,225	200	385,358	44263	280	8,583,402	115	29,265,909	93,440	27,287,325	4,946,568	47	1	Americas	medium	1	2	0
False	obj1908	train	0	89	H. Andersson	Burning Atlas 2025 4	Legacy Cycle	10.03.2025	MV202503278	3267	77,3	26,851,622	92,665	5,112,555	14,920,306	529,808	82,453	7,829,783	27,673,806	879,408	438	207,973	94186	22	8,081,489	108	41,273,839	81,424	16,008,257	2,981,004	69	0	Asia-Pacific	large	4	4	2
False	obj1909	train	0	75	A. Volkov	Ember Valley 4	Dark Matter	01.03.2025	MV202503279	3555	98,3	8,946,153	129,412	24,829,968	7,140,136	264,912	809,550	1,190,670	4,519,583	18,333,054	375	336,133	15133	58	5,717,876	90	8,391,246	45,046	29,776,506	64,029	77	1	Americas	large	3	3	3
False	obj1910	train	0	90	T. Kim	Echo Chamber 2025	Legacy Cycle	15.07.2025	MV202503280	4917	15,9	10,376,759	50,043	14,634,569	7,794,938	306,598	422,813	652,742	1,372,081	7,677,050	365	61,687	71254	17	8,122,933	41	1,880,697	98,779	20,433,972	2,724,694	0	0	Americas	small	4	3	0
False	obj1911	train	0	59	Q. Jensen	Thunder Archive	Standalone	09.04.2025	MV202503281	1064	59,3	42,339,931	32,487	40,521,181	25,892,530	611,584	1,920,142	10,885,852	31,745,791	887,464	322	209,811	72477	242	9,359,104	194	19,879,543	78,802	25,917,191	3,194,213	23	1	Americas	medium	2	4	2
False	obj1912	train	0	87	F. Nguyen	Quantum Rain	Chronicles Saga	15.08.2025	MV202503282	3232	68,3	5,962,397	176,711	34,879,595	4,253,832	74,906	1,563,834	1,068,681	2,056,740	504,438	50	236,511	66485	163	6,076,256	18	20,727,433	12,490	17,496,428	2,877,931	51	0	Asia-Pacific	large	4	2	2
False	obj1913	train	0	31	R. Silva	Paper Kingdom	Legacy Cycle	08.08.2025	MV202503283	2003	105,4	14,786,207	148,570	52,849,469	1,864,017	78,926	1,923,199	2,421,333	3,966,859	1,578,747	450	233,200	22782	87	8,268,348	28	48,820,952	61,612	29,321,732	1,401,078	1	0	Latin America	large	0	4	4
False	obj1914	train	0	81	L. Nakamura	Hyperion Rise	Dark Matter	24.05.2025	MV202503296	1456	88	1,429,368	41,813	37,616,302	918,250	16,816	1,888,603	315,267	402,069	7,277,250	353	270,246	89534	204	8,160,517	20	33,985,641	11,798	29,774,612	3,039,659	32	1	Americas	small	4	0	3
False	obj1915	train	0	55	P. Singh	Northern Code 2025 4	Open Sky	20.05.2025	MV202503297	4928	21,1	12,874,838	187,388	77,432,358	721,548	7,603	1,516,705	3,251,485	6,465,385	2,333,780	462	369,594	88083	274	9,473,980	149	16,727,782	6,345	11,169,675	4,053,995	97	0	Latin America	small	1	3	0
False	obj1916	train	0	88	T. Kim	Hyperion Rise	Legacy Cycle	16.09.2025	MV202503298	764	82,3	4,820,482	44,454	34,872,896	1,223,892	22,816	1,540,410	493,456	1,711,499	10,067,563	99	319,034	19634	177	3,821,880	46	405,068	85,474	7,955,136	1,879,211	37	0	Americas	small	4	2	3
False	obj1917	train	0	78	N. Fischer	Northern Code 2025	Origin Arc	01.08.2025	MV202503301	3261	59,1	10,642,622	25,961	41,314,676	3,767,665	88,542	1,606,140	2,903,520	5,978,701	15,494,348	47	437,936	60653	46	8,082,780	72	18,568,280	10,070	2,388,457	4,089,900	78	0	Europe	small	3	3	2
False	obj1918	train	0	87	R. Silva	Digital Saints 2025	Origin Arc	01.01.2025	MV202503314	641	84,2	9,225,852	96,603	61,959,307	1,528,946	37,576	1,090,391	755,662	2,879,787	3,071,132	5	319,662	48270	135	2,866,239	102	6,328,046	67,856	11,233,722	3,708,171	82	0	Latin America	large	4	3	3
False	obj1919	train	0	66	I. Hassan	Desert Oracle 2025	Open Sky	14.08.2025	MV202503315	381	62,6	4,069,431	79,129	77,211,453	1,805,785	78,267	1,145,402	1,071,907	3,648,900	5,065,448	269	303,978	41055	91	1,531,762	183	11,966,544	76,672	24,592,434	850,475	99	0	Americas	large	2	1	2
False	obj1920	train	0	37	W. Stone	Violet Engine 2025	Standalone	21.07.2025	MV202503316	3298	115,6	30,277,264	149,700	35,674,192	19,761,591	359,497	1,834,377	4,768,857	6,971,887	16,325,346	285	333,513	19556	285	1,771,768	145	43,630,741	71,338	19,466,776	1,113,311	75	0	Americas	small	0	4	4
False	obj1921	train	0	70	N. Fischer	Silver Transit 3	Legacy Cycle	14.05.2025	MV202503317	2505	76,3	5,489,125	97,329	20,504,143	3,877,270	106,444	1,219,998	105,991	252,619	4,508,214	430	302,473	90013	171	1,443,858	139	24,608,520	70,915	24,829,459	3,718,560	87	0	Europe	small	3	2	2
False	obj1922	train	0	80	W. Stone	Echo Chamber	Universe Zero	20.04.2025	MV202503318	1761	89,5	11,818,636	106,589	16,160,472	2,930,218	131,825	122,931	687,939	832,897	8,298,302	10	474,865	16899	16	372,907	93	16,480,324	78,921	15,046,377	1,290,901	45	1	Americas	small	3	3	3
False	obj1923	train	0	84	D. Rossi	Lunar Cartography 2025 3	Legacy Cycle	03.08.2025	MV202503319	2403	95,9	1,802,867	178,749	28,353,550	419,402	17,293	1,374,332	34,276	101,957	2,003,860	139	295,472	4984	23	5,085,628	126	38,586,964	80,185	4,212,381	159,306	60	0	Latin America	medium	4	0	3
False	obj1924	train	0	44	R. Silva	Red Meridian 4	Open Sky	05.05.2025	MV202503320	3668	47	12,634,134	114,605	72,636,990	4,127,122	47,123	690,581	3,166,423	5,684,942	1,137,599	8	171,803	65751	70	562,077	37	38,378,430	89,850	22,777,632	3,297,641	58	1	Latin America	large	1	3	1
False	obj1925	train	0	62	S. Patel	Deep Current 2025	Dark Matter	25.04.2025	MV202503332	4233	117,8	49,884,401	78,359	40,387,480	4,197,542	104,714	401,276	5,804,070	20,977,242	18,700,760	240	55,933	47717	116	3,962,966	33	19,369,252	55,956	9,320,093	130,870	84	1	Europe	large	2	4	4
False	obj1926	train	0	36	D. Rossi	Parallel Lines 2025	Standalone	24.04.2025	MV202503335	3262	54	22,953,292	81,898	45,385,171	8,541,755	153,155	869,414	4,244,786	6,406,894	9,192,717	429	73,574	63497	30	3,574,038	157	10,551,254	81,338	16,217,696	3,319,405	84	1	Latin America	medium	0	4	1
False	obj1927	train	0	68	S. Patel	Glass Reactor 2025	Final Chapter	12.04.2025	MV202503337	1427	52,3	30,941,881	153,984	67,086,543	13,158,710	521,528	686,742	5,363,673	11,560,101	12,120,952	89	36,793	30104	59	9,173,455	141	40,747,373	92,308	14,084,523	2,728,275	87	1	Europe	large	2	4	1
False	obj1928	train	0	53	B. Carter	Jade Frequency 2025 3	Universe Zero	30.01.2025	MV202503338	1640	39,3	10,291,988	156,572	18,238,249	4,410,725	102,107	158,041	2,911,223	6,842,502	7,716,544	438	51,487	46695	262	3,829,605	150	10,555,632	78,676	23,307,985	51,942	81	1	Asia-Pacific	large	1	3	1
False	obj1929	train	0	53	E. Brooks	Electric Mirage 2025	New Dawn	07.09.2025	MV202503339	4217	80,1	6,209,945	15,533	1,236,910	2,543,022	63,463	1,295,683	649,681	851,364	6,001,763	498	81,835	29081	294	4,653,124	31	41,005,978	64,422	11,030,296	2,148,603	81	0	Americas	small	1	2	3
False	obj1930	train	0	61	G. Murphy	Red Meridian 4	Legacy Cycle	01.05.2025	MV202503268	4758	43,5	667,840	95,598	18,085,122	489,443	7,002	771,177	10,974	13,916	9,047,433	347	147,120	41767	68	1,287,748	30	17,245,503	33,328	24,254,203	613,974	57	1	Europe	medium	2	0	1
False	obj1931	train	0	75	D. Rossi	Echo Chamber 2025 3	Prime Story	02.09.2025	MV202503270	2879	67,2	2,329,095	140,808	76,269,528	777,079	28,284	1,910,334	154,260	442,882	4,140,898	33	217,531	40953	7	2,292,494	167	33,019,927	31,696	14,904,034	4,143,972	0	0	Latin America	medium	3	1	2
False	obj1932	train	0	67	G. Murphy	Stone Butterfly 2025	Dark Matter	22.05.2025	MV202503271	1520	39,8	6,241,639	62,754	72,012,441	3,720,525	88,852	1,734,866	1,276,043	1,913,006	1,545,839	201	437,275	57140	37	415,773	65	28,642,424	24,636	24,723,188	2,352,150	79	0	Europe	medium	2	2	1
False	obj1933	train	0	51	Q. Jensen	Frozen Ledger 2025	Origin Arc	20.04.2025	MV202503272	2943	49,4	2,201,803	106,262	55,711,325	141,024	5,138	1,557,436	489,957	1,359,721	3,747,857	108	119,603	46616	77	6,356,681	36	45,899,767	74,866	9,789,733	2,442,698	71	0	Americas	medium	1	1	1
False	obj1934	train	0	49	D. Rossi	Final Orbit	Universe Zero	12.01.2025	MV202503274	3383	45,8	6,999,898	185,201	17,390,051	4,843,386	135,592	686,505	2,021,535	5,898,770	10,743,430	122	343,047	6198	299	5,775,423	89	2,032,277	68,395	25,602,975	4,742,849	53	0	Latin America	medium	1	2	1
False	obj1935	train	0	75	Y. Tanaka	Winter Echo 2025	Prime Story	15.02.2025	MV202503275	588	27,2	2,036,766	197,514	32,433,355	107,789	3,863	1,079,115	565,369	1,469,807	12,522,549	221	366,445	58535	44	418,044	175	27,280,301	25,813	2,926,831	2,804,235	89	0	Asia-Pacific	medium	3	0	0
False	obj1936	train	0	42	Y. Tanaka	Crystal Fault	Dark Matter	24.05.2025	MV202503276	1448	32	23,216,377	163,686	53,300,209	10,037,096	294,136	1,451,892	1,135,814	2,484,178	15,181,132	227	377,870	27278	250	9,589,744	66	25,062,770	13,445	8,018,216	4,659,541	10	0	Asia-Pacific	medium	0	4	0
False	obj1937	train	0	68	F. Nguyen	Arctic Pulse 2025	Open Sky	22.05.2025	MV202503287	994	48,7	3,178,998	36,282	70,791,290	2,213,793	98,587	1,283,970	505,448	1,267,596	9,541,143	353	313,292	44970	296	3,416,408	88	27,303,751	75,656	23,271,558	1,944,998	50	0	Asia-Pacific	large	2	1	1
False	obj1938	train	0	73	N. Fischer	Iron Garden	Open Sky	29.06.2025	MV202503292	3415	114,9	2,183,350	118,617	33,746,306	675,198	13,451	1,569,691	117,876	306,391	2,216,558	454	31,672	60703	74	5,577,886	17	21,549,729	34,692	16,205,220	2,520,408	45	1	Europe	small	3	0	4
False	obj1939	train	0	37	I. Hassan	Feral Harmony 2025	Prime Story	20.05.2025	MV202503293	3482	42,2	12,233,861	92,058	5,578,982	2,337,058	42,166	1,963,132	2,850,635	5,410,198	13,049,967	369	419,409	85525	119	8,436,444	138	9,223,723	38,739	25,311,607	3,678,367	61	0	Americas	large	0	3	1
False	obj1940	train	0	93	Z. Ali	Nova Protocol	Standalone	17.02.2025	MV202503294	2514	85	15,654,153	175,379	15,755,510	5,952,227	196,221	816,548	1,402,252	3,662,924	3,579,993	208	247,425	52570	143	5,659,088	24	34,582,651	55,240	28,610,277	1,941,404	65	0	Latin America	small	4	4	3
False	obj1941	train	0	37	I. Hassan	Iron Garden	Universe Zero	01.12.2025	MV202503304	3618	63,4	10,437,300	65,512	40,214,024	5,142,933	168,729	1,942,842	2,872,252	5,428,063	384,072	342	412,634	28852	207	7,659,286	6	49,822,375	70,452	361,656	606,704	27	1	Americas	large	0	3	2
False	obj1942	train	0	74	I. Hassan	Violet Engine	Legacy Cycle	18.06.2025	MV202503305	2317	18,4	1,397,611	57,837	39,210,063	718,347	8,277	1,681,639	350,074	726,967	10,584,461	330	369,163	24383	105	4,321,008	68	2,419,534	95,535	10,644,889	2,042,327	8	0	Americas	large	3	0	0
False	obj1943	train	0	57	Q. Jensen	Paper Kingdom	Origin Arc	08.07.2025	MV202503309	3174	17,4	5,594,059	183,993	37,867,259	684,032	33,902	251,007	804,204	1,152,942	3,148,943	110	93,284	53397	68	9,988,213	34	12,273,311	77,451	20,481,565	1,786,225	76	1	Americas	medium	2	2	0
False	obj1944	train	0	58	Z. Ali	Golden Ratio	Open Sky	09.10.2025	MV202503310	4869	79,5	5,875,315	96,904	65,199,728	3,711,515	91,611	1,887,643	923,045	2,453,960	18,118,377	333	352,358	64021	193	4,347,761	149	29,504,198	88,564	20,649,037	1,133,996	74	0	Latin America	small	2	2	3
False	obj1945	train	0	36	P. Singh	Iron Garden	New Dawn	28.05.2025	MV202503311	4150	116,5	1,457,471	174,835	1,605,738	1,070,134	24,392	336,776	99,042	298,760	18,520,106	127	354,773	9605	174	4,548,732	116	24,918,665	93,433	12,555,974	4,906,864	96	1	Latin America	small	0	0	4
False	obj1946	train	0	64	Z. Ali	Final Orbit 2025	Prime Story	03.12.2025	MV202503323	2872	117,8	9,103,014	131,847	73,028,553	5,748,443	201,413	1,487,548	2,034,408	6,168,187	3,866,048	411	214,809	30583	274	5,546,895	21	29,548,435	11,852	10,482,130	541,129	82	0	Latin America	small	2	3	4
False	obj1947	train	0	45	F. Nguyen	Solar Drift 4	Origin Arc	07.10.2025	MV202503326	621	82,3	6,943,552	145,226	41,141,657	4,128,446	77,792	337,937	308,867	447,792	907,964	388	274,613	54280	160	8,621,309	168	39,234,836	14,124	16,870,382	4,125,057	89	0	Asia-Pacific	large	1	2	3
False	obj1948	train	0	48	C. Wright	Echo Chamber 2025	Universe Zero	05.10.2025	MV202503327	3332	57,8	30,241,988	3,142	8,846,514	1,845,920	72,553	422,797	6,246,570	24,329,136	6,059,640	307	414,095	16195	106	2,837,788	130	1,447,927	5,696	912,329	1,834,209	18	1	Europe	small	1	4	1
False	obj1949	train	0	81	S. Patel	White Noise 3	Dark Matter	28.05.2025	MV202503329	1615	107,2	5,870,571	173,394	8,229,121	2,090,823	24,673	1,050,111	993,141	1,339,658	10,580,413	209	299,434	56490	265	4,091,212	127	22,986,097	99,401	22,633,710	3,849,769	78	1	Europe	large	4	2	4
False	obj1950	train	0	35	T. Kim	Quantum Rain	New Dawn	10.11.2025	MV202503330	78	40,8	2,308,964	127,340	42,539,868	1,767,980	26,795	1,418,534	441,608	1,577,976	15,654,143	254	164,299	65210	111	3,151,767	84	26,395,391	45,966	29,592,773	4,354,568	74	1	Americas	small	0	1	1
False	obj1951	train	0	87	B. Carter	Iron Garden 2025	Legacy Cycle	11.09.2025	MV202503342	1051	64,4	23,070,726	58,206	43,210,038	16,758,299	405,684	1,617,384	5,179,656	7,669,548	7,767,768	345	60,815	22172	194	4,677,526	138	28,229,550	51,634	22,985,242	2,530,500	46	1	Asia-Pacific	large	4	4	2
False	obj1952	train	0	69	F. Nguyen	Northern Code 2025	Chronicles Saga	23.07.2025	MV202503343	4612	58	1,517,068	26,618	33,743,434	112,031	4,942	1,816,864	100,560	375,256	8,925,680	445	118,899	12910	289	3,509,005	104	36,423,527	15,490	308,703	1,727,766	62	0	Asia-Pacific	large	3	0	1
False	obj1953	train	0	62	E. Brooks	Nova Protocol 2025	Open Sky	28.02.2025	MV202503345	3340	33,4	1,006,794	10,013	47,228,953	668,846	27,713	775,958	38,147	107,192	15,845,933	169	290,948	83075	97	1,315,524	176	8,479,745	48,346	21,844,192	2,166,549	34	1	Americas	small	2	0	0
False	obj1954	train	0	80	W. Stone	Silver Transit 4	Legacy Cycle	12.09.2025	MV202503347	109	65,6	15,820,613	50,112	27,500,619	4,737,297	188,374	1,064,717	2,836,446	6,819,472	11,520,728	45	418,289	54048	198	270,919	124	23,566,071	18,233	1,053,798	2,010,085	52	0	Americas	small	3	4	2
False	obj1955	train	0	50	G. Murphy	Midnight Cartel 2025	Final Chapter	30.05.2025	MV202503348	4205	96,8	3,264,250	1,233	8,292,946	1,340,782	35,333	1,350,558	266,972	708,627	13,369,418	230	18,558	4547	132	2,985,318	69	40,602,166	3,140	13,589,209	4,501,892	10	0	Europe	medium	1	1	3
False	obj1956	train	0	46	Q. Jensen	Burning Atlas	Origin Arc	05.10.2025	MV202503360	4530	117,7	4,839,555	185,881	14,438,818	2,712,341	102,199	1,880,377	1,445,105	5,045,611	666,669	432	65,396	45501	257	8,365,097	119	27,406,110	56,212	2,956,653	2,968,910	87	0	Americas	medium	1	2	4
False	obj1957	train	0	38	V. Popov	Violet Engine 2025 3	Open Sky	07.09.2025	MV202503361	562	107,3	861,024	90,019	5,779,239	407,570	10,355	1,974,612	206,182	817,800	8,057,189	145	242,190	9464	53	4,005,499	89	32,335,558	37,581	13,755,349	1,487,284	34	0	Latin America	large	0	0	4
False	obj1958	train	0	84	W. Stone	Red Meridian	Universe Zero	24.06.2025	MV202503362	2164	81,5	3,680,590	115,774	30,395,292	1,847,897	26,239	180,876	1,037,324	1,785,566	16,256,111	207	43,317	12988	182	9,090,000	70	20,306,591	77,366	4,983,055	3,245,236	91	0	Americas	small	4	1	3
False	obj1959	train	0	75	J. Martinez	Deep Current 2025	Origin Arc	05.11.2025	MV202503363	4611	105,4	2,944,884	169,432	52,531,030	1,589,667	59,976	1,546,771	283,997	625,477	2,367,340	7	196,617	7274	71	5,724,385	57	34,137,401	57,822	24,229,159	1,540,608	24	1	Europe	large	3	1	4
False	obj1960	train	0	51	L. Nakamura	Velvet Storm	Legacy Cycle	25.04.2025	MV202503365	641	56,7	2,007,783	53,809	53,498,961	159,201	3,098	1,603,466	425,858	1,310,041	4,858,741	242	491,713	1356	215	1,014,966	124	11,726,925	26,518	7,501,002	4,596,848	23	1	Americas	small	1	0	1
False	obj1961	train	0	94	A. Volkov	Hyperion Rise 2025	New Dawn	19.04.2025	MV202503366	4371	88,1	7,563,704	79,554	40,982,039	5,570,207	87,111	1,669,708	1,373,764	3,747,273	7,002,295	66	456,668	64727	265	8,324,102	184	8,840,568	8,177	6,087,508	873,403	55	0	Americas	large	4	3	3
False	obj1962	train	0	64	O. Dubois	Crimson Archive 2	Open Sky	20.10.2025	MV202503376	2477	115,2	1,645,274	98,907	63,589,391	148,041	2,872	612,778	27,364	101,711	7,603,636	216	260,880	11193	153	5,840,012	148	13,677,668	10,319	14,142,234	3,301,281	15	0	Latin America	large	2	0	4
False	obj1963	train	0	48	E. Brooks	Golden Ratio 2025	Standalone	10.04.2025	MV202503378	2818	27,6	21,389,705	70,143	72,839,927	1,854,739	25,132	1,394,682	1,008,197	3,926,740	18,645,272	381	255,034	31330	33	6,273,736	38	25,528,106	65,703	9,214,375	3,586,350	66	0	Americas	small	1	4	0
False	obj1964	train	0	90	R. Silva	Burning Atlas	Open Sky	21.06.2025	MV202503379	48	88,9	4,257,435	2,890	44,360,592	2,669,369	73,091	900,237	588,183	1,355,688	2,470,046	374	60,202	45999	92	4,362,634	34	22,623,354	98,068	22,532,794	357,923	92	1	Latin America	large	4	2	3
False	obj1965	train	0	81	R. Silva	Iron Garden 2025	Chronicles Saga	27.10.2025	MV202503380	553	36,1	2,302,026	141,484	53,312,255	607,030	28,619	1,801,713	293,758	1,174,451	870,908	278	50,489	8331	260	9,805,169	197	32,472,612	91,337	29,312,095	4,694,517	40	1	Latin America	large	4	1	0
False	obj1966	train	0	93	H. Andersson	Parallel Lines 2025 2	Open Sky	01.11.2025	MV202503382	4011	31,3	1,826,516	77,753	46,654,058	984,074	34,019	793,684	164,775	427,120	5,403,643	374	368,312	18938	132	5,127,258	61	24,219,789	78,434	7,847,869	613,340	69	1	Asia-Pacific	large	4	0	0
False	obj1967	train	0	36	A. Volkov	Burning Atlas 2025 3	Standalone	19.08.2025	MV202503384	4159	34,8	13,344,622	26,963	67,633,080	9,678,257	254,829	429,197	3,941,712	4,861,151	64,943	102	410,771	79236	76	2,695,091	101	3,835,314	88,360	14,657,784	3,257,795	69	0	Americas	large	0	3	0
False	obj1968	train	0	35	J. Martinez	Digital Saints 2025	Prime Story	14.05.2025	MV202503394	1922	62,7	6,405,268	94,572	33,226,013	3,888,079	158,279	1,426,197	196,262	557,387	8,570,994	395	66,949	13913	57	4,820,521	32	34,164,946	59,853	16,721,846	4,586,192	89	1	Europe	large	0	2	2
False	obj1969	train	0	74	M. Chen	Midnight Cartel 2025	Dark Matter	15.04.2025	MV202503396	917	119,3	4,873,774	52,375	57,244,890	1,972,089	45,806	117,050	1,255,895	3,838,116	5,376,094	169	284,882	33530	196	3,205,662	106	14,468,694	99,366	21,012,740	662,324	26	0	Asia-Pacific	large	3	2	4
False	obj1970	train	0	92	T. Kim	Thunder Archive	Final Chapter	29.08.2025	MV202503397	4508	95,4	8,040,558	144,880	55,063,319	1,991,100	45,093	1,389,663	1,012,285	1,323,295	14,254,776	183	155,230	82245	12	3,472,306	69	38,721,113	58,325	21,285,173	1,568,863	39	0	Americas	small	4	3	3
False	obj1971	train	0	52	H. Andersson	Glass Reactor 2025	Legacy Cycle	19.02.2025	MV202503398	337	111	2,658,825	39,782	23,693,777	762,005	31,766	946,378	435,578	1,318,446	8,997,595	420	60,835	81606	78	9,096,686	122	3,144,000	7,697	15,131,715	4,551,118	14	0	Asia-Pacific	large	1	1	4
False	obj1972	train	0	59	C. Wright	City of Glass	Origin Arc	07.02.2025	MV202503399	107	67	1,102,564	124,390	15,596,971	554,783	15,491	1,874,373	168,071	438,308	6,116,990	261	479,061	17380	169	6,472,297	150	45,837,153	50,414	602,068	3,786,623	34	0	Europe	small	2	0	2
False	obj1973	train	0	47	E. Brooks	Hyperion Rise	Legacy Cycle	24.07.2025	MV202503400	3242	111,7	876,827	159,351	5,738,939	221,790	10,294	717,242	37,515	66,039	14,769,610	268	324,962	26104	278	1,102,504	66	30,760,323	58,060	5,545,767	4,519,967	27	1	Americas	small	1	0	4
False	obj1974	train	0	46	K. Olsen	Obsidian Heart 2025	New Dawn	25.05.2025	MV202503401	1849	86,4	3,298,656	87,498	30,133,202	2,394,628	39,063	1,377,378	383,464	730,795	14,825,979	62	35,058	26975	103	6,955,840	161	44,921,699	54,352	15,291,157	529,941	60	0	Americas	large	1	1	3
False	obj1975	train	0	43	Y. Tanaka	Glass Reactor 2025	Chronicles Saga	13.09.2025	MV202503402	3440	57,1	10,828,530	12,466	77,136,695	2,037,668	95,463	539,229	2,332,849	4,702,768	5,834,489	257	72,957	15354	141	3,659,709	53	5,081,987	3,164	17,317,679	4,496,527	34	0	Asia-Pacific	medium	1	3	1
False	obj1976	train	0	54	J. Martinez	Broken Compass 2025	Standalone	12.11.2025	MV202503349	2989	45,8	3,697,637	114,627	6,068,038	2,192,077	29,947	560,637	970,841	3,804,012	6,435,305	3	113,005	50418	170	1,598,343	65	42,225,946	92,249	26,849,269	388,585	1	0	Europe	large	1	1	1
